Problem Type,Solution Method,Clustering Method,Number of Vehicles,Max Route Time,Max Route Time wo Turns,Total Route Time,Total Route Time wo Turns,Avg Route Time,Avg Route Time wo Turns,Std Dev Route Time,Std Dev Route Time wo Turns,Min Route Time,Min Route Time wo Turns,Range Route Time,Range Route Time wo Turns,Shortest Path Time(Sec),Balanced GP Time(Sec),Capacitated GP Time(Sec),Computational Time(Sec),VA(NHO),VA(ATD),VA(CCI),VA(DMT),VA(ROI),VA(AOI),Optimal,Lower Bound,MIP Gap
3,2,0,2,104.618,68.1185,178.302,117.802,89.1509,58.901,21.8744,13.0356,73.6834,49.6834,30.9351,18.4351,0.001,0.160367,0.02,0.241117,0.0897436,10.2222,1.16667,9,0.564688,0.202914,1,-1,0
Vehicle No,Load No,Sequence No,Arc,From Node,To Node,Is Edge,Required,Demand,Traveling Cost,Service Cost,Driver's Service Cost,Served,Dumped,Turn Type,Turn Cost,Depart Time,Arrival Time,Visit No,Shape
0,0,0,23,1,6,1,0,0,1,0,0,0,0,None,0,0,1,1,LINESTRING(0.000000 0.000000	0.000000 1.000000)
0,0,1,47,6,11,1,0,0,1,0,0,0,0,Straight,0,1,2,1,LINESTRING(0.000000 1.000000	0.000000 2.000000)
0,0,2,33,11,12,1,0,0,1,0,0,0,0,Right,0.5,2.5,3.5,1,LINESTRING(0.000000 2.000000	1.000000 2.000000)
0,0,3,39,12,17,1,0,0,1,0,0,0,0,Left,2.5,6,7,1,LINESTRING(1.000000 2.000000	1.000000 3.000000)
0,0,4,11,17,18,1,1,15,1,3.4367,3.4367,1,0,Right,0.5,7.5,10.9367,1,LINESTRING(1.000000 3.000000	2.000000 3.000000)
0,0,5,0,18,13,1,1,10,1,3.49,3.49,1,0,Right,0.5,11.4367,14.9267,1,LINESTRING(2.000000 3.000000	2.000000 2.000000)
0,0,6,19,13,14,1,0,0,1,0,0,0,0,Left,2.5,17.4267,18.4267,1,LINESTRING(2.000000 2.000000	3.000000 2.000000)
0,0,7,53,14,19,1,0,0,1,0,0,0,0,Left,2.5,20.9267,21.9267,1,LINESTRING(3.000000 2.000000	3.000000 3.000000)
0,0,8,51,19,24,1,0,0,1,0,0,0,0,Straight,0,21.9267,22.9267,1,LINESTRING(3.000000 3.000000	3.000000 4.000000)
0,0,9,27,24,25,1,0,0,1,0,0,0,0,Right,0.5,23.4267,24.4267,1,LINESTRING(3.000000 4.000000	4.000000 4.000000)
