Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
G-5x5-1-ht,0,1,50,200,1.2,45,6,107.258,76.3576,30.9004,40.4680084235
G-5x5-1-ht,1,2,70,200,0.92,85,12,113.058,89.8281,23.2299,25.8603933513
