Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
R-B-c-ht,0,1,24000,39600,1.15,31450,78,28989.2,29501,-511.8,1.7348564455
R-B-c-ht,1,2,24000,39600,0.9,37400,112,29580.4,31498.7,-1918.3,6.090092607
R-B-c-ht,2,3,24000,39600,0.93,34650,121,29745,29076.5,668.5,2.2991075267
R-B-c-ht,3,4,24000,39600,1.15,27900,118,30149.4,29738.9,410.5,1.380346953
R-B-c-ht,4,5,32000,39600,0.88,34550,143,30120.3,27951.5,2168.8,7.7591542493
R-B-c-ht,5,6,40000,39600,1.03,37000,146,28841.9,29072.4,-230.5,0.7928481997
