Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
R-A-b,0,1,24000,39600,1,37550,228,32200.9,30311.7,1889.2,6.2325768598
R-A-b,1,2,24000,39600,1,29800,277,33589.4,30113.3,3476.1,11.5434044093
R-A-b,2,3,24000,39600,1,35400,311,32075.1,30666.1,1409,4.5946501185
R-A-b,3,4,24000,39600,1,18100,238,26568.5,24889.3,1679.2,6.7466742737
R-A-b,4,5,24000,39600,1,23300,277,26128.4,22934.1,3194.3,13.928168099
R-A-b,5,6,24000,39600,1,37500,269,32558,30625.7,1932.3,6.3094068054
