Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
R-A-a,0,1,24000,39600,1,41050,130,28815.7,29091.4,-275.7,0.9477027575
R-A-a,1,2,24000,39600,1,47800,155,33513.8,34085.2,-571.4,1.6763874057
R-A-a,2,3,24000,39600,1,29650,264,30964.2,28242.3,2721.9,9.6376711528
R-A-a,3,4,24000,39600,1,44400,153,31165.5,31362.5,-197,0.6281387007
R-A-a,4,5,24000,39600,1,43250,115,29546.9,30002.7,-455.8,1.5191966056
R-A-a,5,6,24000,39600,1,43250,180,32133.7,32258.6,-124.9,0.3871835728
R-A-a,6,7,24000,39600,1,21950,294,29690.5,26187.5,3503,13.3766109785
