Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
R-B-e-ht,0,1,24000,39600,1.02,44850,91,34299.1,34452.2,-153.1,0.4443838129
R-B-e-ht,1,2,24000,39600,1.13,40300,101,32789.4,32842.1,-52.7,0.1604647693
R-B-e-ht,2,3,24000,39600,1.02,35100,110,31680.8,30638.3,1042.5,3.4026039304
R-B-e-ht,3,4,24000,39600,1.19,34550,118,33368.7,32897.3,471.4,1.432944345
R-B-e-ht,4,5,32000,39600,1.04,41650,144,33782.7,33435.7,347,1.0378128767
R-B-e-ht,5,6,32000,39600,1.04,43750,118,33622,34083.7,-461.7,1.3546064541
