Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
G-5x5-4-ht,0,1,30,200,1.02,30,6,67.2175,81.0275,-13.81,17.0435963099
G-5x5-4-ht,1,2,20,200,0.96,30,6,64.2153,95.8453,-31.63,33.0010965587
