Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
G-10x10-2,0,1,300,500,1,285,54,279.369,164.619,114.75,69.70641299
G-10x10-2,1,2,300,500,1,305,46,282.409,159.409,123,77.1600097861
