Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
G-10x10-1-ht,0,1,200,500,1.19,260,42,351.726,234.216,117.51,50.1716364382
G-10x10-1-ht,1,2,320,500,0.83,370,58,353.6,236.67,116.93,49.4063463895
