Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
G-5x5-5,0,1,20,200,1,20,6,79.8587,42.1087,37.75,89.6489324059
G-5x5-5,1,2,20,200,1,40,6,76.8273,55.3273,21.5,38.8596587941
