Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
R-A-b-ht,0,1,24000,39600,0.92,22150,252,37888.2,33292.3,4595.9,13.8046935778
R-A-b-ht,1,2,24000,39600,0.99,37100,247,35339.2,33738.6,1600.6,4.7441209772
R-A-b-ht,2,3,24000,39600,1.03,29200,223,35500.9,32960.4,2540.5,7.7077341294
R-A-b-ht,3,4,32000,39600,1.16,26400,321,38702.3,36025.5,2676.8,7.4302924317
R-A-b-ht,4,5,32000,39600,1,29400,279,38376.9,33387.8,4989.1,14.9428833286
R-A-b-ht,5,6,40000,39600,0.91,37400,278,37163.6,33253.4,3910.2,11.7587975966
