Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
G-5x5-3-ht,0,1,30,200,1.18,30,8,90.7244,75.4444,15.28,20.2533256279
G-5x5-3-ht,1,2,50,200,0.92,60,10,127.543,103.393,24.15,23.3574806805
