Instance,VehicleIndex,VehicleID,VehicleCapacity,VehicleMaxDuration,VehicleEfficiency,ClusterDemand,TaskCount,EstimatedRouteCost,ActualRouteCost,DiffRouteCost,AbsolutePercentageError
G-5x5-2,0,1,30,200,1,20,6,95.0569,37.8069,57.25,151.4273849483
G-5x5-2,1,2,30,200,1,50,6,134.327,59.8274,74.4996,124.5242146575
