Problem Type,Solution Method,Clustering Method,Number of Vehicles,Max Route Time,Max Route Time wo Turns,Total Route Time,Total Route Time wo Turns,Avg Route Time,Avg Route Time wo Turns,Std Dev Route Time,Std Dev Route Time wo Turns,Min Route Time,Min Route Time wo Turns,Range Route Time,Range Route Time wo Turns,Shortest Path Time(Sec),Balanced GP Time(Sec),Capacitated GP Time(Sec),Computational Time(Sec),VA(NHO),VA(ATD),VA(CCI),VA(DMT),VA(ROI),VA(AOI),Optimal,Lower Bound,MIP Gap
3,2,0,2,263.17,188.17,519.386,367.386,259.693,183.693,4.91672,6.33094,256.216,179.216,6.95329,8.95329,0.008,0.356459,0.248,2.42449,0.00394282,18.2539,1.04762,104,0.323451,0.259259,1,-1,0
Vehicle No,Load No,Sequence No,Arc,From Node,To Node,Is Edge,Required,Demand,Traveling Cost,Service Cost,Driver's Service Cost,Served,Dumped,Turn Type,Turn Cost,Depart Time,Arrival Time,Visit No,Shape
0,0,0,205,1,2,1,0,0,1,0,0,0,0,None,0,0,1,1,LINESTRING(0.000000 0.000000	1.000000 0.000000)
0,0,1,53,2,12,1,1,15,1,2.656,3.16064,0,0,Left,2.5,3.5,4.5,1,LINESTRING(1.000000 0.000000	1.000000 1.000000)
0,0,2,173,12,13,1,0,0,1,0,0,0,0,Right,0.5,5,6,1,LINESTRING(1.000000 1.000000	2.000000 1.000000)
0,0,3,149,13,14,1,0,0,1,0,0,0,0,Straight,0,6,7,1,LINESTRING(2.000000 1.000000	3.000000 1.000000)
0,0,4,61,14,24,1,1,5,1,3.0489,3.62819,0,0,Left,2.5,9.5,10.5,1,LINESTRING(3.000000 1.000000	3.000000 2.000000)
0,0,5,177,24,34,1,0,0,1,0,0,0,0,Straight,0,10.5,11.5,1,LINESTRING(3.000000 2.000000	3.000000 3.000000)
0,0,6,179,34,44,1,0,0,1,0,0,0,0,Straight,0,11.5,12.5,1,LINESTRING(3.000000 3.000000	3.000000 4.000000)
0,0,7,13,44,54,1,1,15,1,2.1404,2.54708,0,0,Straight,0,12.5,13.5,1,LINESTRING(3.000000 4.000000	3.000000 5.000000)
0,0,8,7,54,64,1,1,15,1,2.2786,2.71153,0,0,Straight,0,13.5,14.5,1,LINESTRING(3.000000 5.000000	3.000000 6.000000)
0,0,9,29,64,65,1,1,10,1,2.7851,3.31427,1,0,Right,0.5,15,18.3143,1,LINESTRING(3.000000 6.000000	4.000000 6.000000)
0,0,10,147,65,66,1,0,0,1,0,0,0,0,Straight,0,18.3143,19.3143,1,LINESTRING(4.000000 6.000000	5.000000 6.000000)
0,0,11,203,66,76,1,0,0,1,0,0,0,0,Left,2.5,21.8143,22.8143,1,LINESTRING(5.000000 6.000000	5.000000 7.000000)
0,0,12,23,76,86,1,1,10,1,3.3201,3.95092,1,0,Straight,0,22.8143,26.7652,1,LINESTRING(5.000000 7.000000	5.000000 8.000000)
0,0,13,101,86,87,1,0,0,1,0,0,0,0,Right,0.5,27.2652,28.2652,1,LINESTRING(5.000000 8.000000	6.000000 8.000000)
0,0,14,71,87,97,1,1,10,1,3.9128,4.65623,1,0,Left,2.5,30.7652,35.4214,1,LINESTRING(6.000000 8.000000	6.000000 9.000000)
0,0,15,70,97,87,1,1,10,1,3.9128,4.65623,0,0,U,12.5,47.9214,48.9214,1,LINESTRING(6.000000 9.000000	6.000000 8.000000)
0,0,16,62,87,77,1,1,5,1,3.9417,4.69062,1,0,Straight,0,48.9214,53.612,1,LINESTRING(6.000000 8.000000	6.000000 7.000000)
0,0,17,250,77,67,1,0,0,1,0,0,0,0,Straight,0,53.612,54.612,1,LINESTRING(6.000000 7.000000	6.000000 6.000000)
0,0,18,77,67,68,1,1,20,1,3.4712,4.13073,1,0,Left,2.5,57.112,61.2428,1,LINESTRING(6.000000 6.000000	7.000000 6.000000)
0,0,19,96,68,58,1,1,10,1,2.7574,3.28131,1,0,Right,0.5,61.7428,65.0241,1,LINESTRING(7.000000 6.000000	7.000000 5.000000)
0,0,20,247,58,59,1,0,0,1,0,0,0,0,Left,2.5,67.5241,68.5241,1,LINESTRING(7.000000 5.000000	8.000000 5.000000)
0,0,21,79,59,60,1,1,5,1,3.6155,4.30244,1,0,Straight,0,68.5241,72.8265,1,LINESTRING(8.000000 5.000000	9.000000 5.000000)
0,0,22,92,60,50,1,1,20,1,2.3434,2.78865,1,0,Right,0.5,73.3265,76.1152,1,LINESTRING(9.000000 5.000000	9.000000 4.000000)
0,0,23,64,50,49,1,1,15,1,2.1077,2.50816,1,0,Right,0.5,76.6152,79.1233,1,LINESTRING(9.000000 4.000000	8.000000 4.000000)
0,0,24,224,49,48,1,0,0,1,0,0,0,0,Straight,0,79.1233,80.1233,1,LINESTRING(8.000000 4.000000	7.000000 4.000000)
0,0,25,264,48,47,1,0,0,1,0,0,0,0,Straight,0,80.1233,81.1233,1,LINESTRING(7.000000 4.000000	6.000000 4.000000)
0,0,26,85,47,57,1,1,15,1,2.2003,2.61836,1,0,Right,0.5,81.6233,84.2417,1,LINESTRING(6.000000 4.000000	6.000000 5.000000)
0,0,27,241,57,67,1,0,0,1,0,0,0,0,Straight,0,84.2417,85.2417,1,LINESTRING(6.000000 5.000000	6.000000 6.000000)
0,0,28,251,67,77,1,0,0,1,0,0,0,0,Straight,0,85.2417,86.2417,1,LINESTRING(6.000000 6.000000	6.000000 7.000000)
0,0,29,249,77,78,1,0,0,1,0,0,0,0,Right,0.5,86.7417,87.7417,1,LINESTRING(6.000000 7.000000	7.000000 7.000000)
